ticker,cik,company_name,sic,sic_description,latest_fiscal_year,period_end
,1823766,ARCHAEA ENERGY INC.,,,2021,2021-12-31
,1823767,Lux Health Tech Acquisition Corp.,,,2021,2021-12-31
,1823776,H.I.G. ACQUISITION CORP.,,,2021,2021-12-31
,1823855,MARLIN TECHNOLOGY CORPORATION,,,2021,2021-12-31
,1823884,VECTOIQ ACQUISITION CORP. II,,,2021,2021-12-31
,1824013,HEALTH ASSURANCE ACQUISITION CORP.,,,2021,2021-12-31
,1824119,JIYA ACQUISITION CORP.,,,2021,2021-12-31
,1824149,JOFF FINTECH ACQUISITION CORP.,,,2021,2021-12-31
,1824171,KAIROS ACQUISITION CORP.,,,2021,2021-12-31
,1824211,ASTREA ACQUISITION CORP.,,,2021,2021-12-31
,1824301,Concord Acquisition Corp,,,2021,2021-12-31
,1824434,FORTRESS VALUE ACQUISITION CORP. III,,,2021,2021-12-31
,1824677,ONE EQUITY PARTNERS OPEN WATER I CORP.,,,2021,2021-12-31
,1824846,Healthcare Services Acquisition Corp,,,2021,2021-12-31
,1824888,NATURAL ORDER ACQUISITION CORP.,,,2021,2021-12-31
,1824993,PERIPHAS CAPITAL PARTNERING CORPORATION,,,2021,2021-12-31
,1825254,AMERICAS TECHNOLOGY ACQUISITION CORP.,,,2021,2021-12-31
,1825413,BIOTECH ACQUISITION COMPANY,,,2021,2021-12-31
,1825437,LightJump Acquisition Corporation,,,2021,2021-12-31
,1825480,"POSHMARK, INC.",,,2021,2021-12-31
,1825497,CRUCIBLE ACQUISITION CORPORATION,,,2021,2021-12-31
,1825720,EMPOWERMENT & INCLUSION CAPITAL I CORP.,,,2021,2021-12-31
,1825724,"Population Health Investment Co., Inc.",,,2021,2021-12-31
,1825739,PWP Forward Acquisition Corp. I,,,2021,2021-12-31
,1826058,"MASON INDUSTRIAL TECHNOLOGY, INC.",,,2021,2021-12-31
,1826059,KISMET ACQUISITION THREE CORP.,,,2021,2021-12-31
,1826333,POEMA GLOBAL HOLDINGS CORP.,,,2021,2021-12-31
,1826435,Silver Spike Acquisition Corp II,,,2021,2021-12-31
,1826574,Sports Ventures Acquisition Corp.,,,2021,2021-12-31
,1826729,EQ HEALTH ACQUISITION CORP.,,,2021,2021-12-31
,1826814,"HAMILTON LANE ALLIANCE HOLDINGS I, INC.",,,2021,2021-12-31
,1826855,Class Acceleration Corp.,,,2021,2021-12-31
,1826991,Trepont Acquisition Corp I,,,2021,2021-12-31
,1827076,DRAGONEER GROWTH OPPORTUNITIES CORP. III,,,2021,2021-12-31
,1827248,Epiphany Technology Acquisition Corp.,,,2021,2021-12-31
,1827328,BRIGHT LIGHTS ACQUISITION CORP.,,,2021,2021-12-31
,1827392,AUTHENTIC EQUITY ACQUISITION CORP.,,,2021,2021-12-31
,1827669,OMNICHANNEL ACQUISITION CORP.,,,2021,2021-12-31
,1828096,"GORES HOLDINGS VII, INC.",,,2021,2021-12-31
,1828183,FORTRESS VALUE ACQUISITION CORP. IV,,,2021,2021-12-31
,1828325,Monument Circle Acquisition Corp.,,,2021,2021-12-31
,1828326,FRAZIER LIFESCIENCES ACQUISITION CORPORATION,,,2021,2021-12-31
,1828438,Z-Work Acquisition Corp.,,,2021,2021-12-31
,1828478,SVF INVESTMENT CORP.,,,2021,2021-12-31
,1828672,"Boxed, Inc.",,,2021,2021-12-31
,1828735,Benessere Capital Acquisition Corp.,,,2021,2021-12-31
,1828817,HIGHLAND TRANSCEND PARTNERS I CORP.,,,2021,2021-12-31
,1828914,ATHLON ACQUISITION CORP.,,,2021,2021-12-31
,1828957,CODERE ONLINE U.S. CORP.*,,,2021,2021-09-30
,1828985,SCION TECH GROWTH I,,,2021,2021-12-31
,1829042,HUMANCO ACQUISITION CORP.,,,2021,2021-12-31
,1829328,FINTECH ACQUISITION CORP. V,,,2021,2021-12-31
,1829427,POWERED BRANDS,,,2021,2021-12-31
,1829455,HENNESSY CAPITAL INVESTMENT CORP. V,,,2021,2021-12-31
,1829558,ARCTOS NORTHSTAR ACQUISITION CORP.,,,2021,2021-12-31
,1829615,COLICITY INC.,,,2021,2021-12-31
,1829797,PIONEER MERGER CORP.,,,2021,2021-12-31
,1829889,INSU ACQUISITION CORP. III,,,2021,2021-12-31
,1829948,CI Financial Corp.,,,2021,2021-12-31
,1829949,Onion Global Ltd,,,2021,2021-12-31
,1829999,FOXWAYNE ENTERPRISES ACQUISITION CORP.,,,2021,2021-12-31
,1830063,North Atlantic Acquisition Corp,,,2021,2021-12-31
,1830162,4D pharma plc,,,2021,2021-12-31
,1830180,"Legacy EJY, Inc.",,,2021,2021-12-31
,1830232,ALTIMETER GROWTH CORP. 2,,,2021,2021-12-31
,1830374,D and Z Media Acquisition Corp.,,,2021,2021-12-31
,1830531,PROVIDENT ACQUISITION CORP.,,,2021,2021-12-31
,1830547,Science Strategic Acquisition Corp. Alpha,,,2021,2021-12-31
,1831928,DEEP LAKE CAPITAL ACQUISITION CORP.,,,2021,2021-12-31
,1831937,Clarim Acquisition Corp.,,,2021,2021-12-31
,1831992,LIBERTY MEDIA ACQUISITION CORPORATION,,,2021,2021-12-31
,1832010,OMEGA ALPHA SPAC,,,2021,2021-12-31
,1832250,GROUP NINE ACQUISITION CORP.,,,2021,2021-12-31
,1832300,LONGVIEW ACQUISITION CORP. II,,,2021,2021-12-31
,1832351,"Fast Radius, Inc.",,,2021,2021-12-31
,1832352,CA Healthcare Acquisition Corp.,,,2021,2021-01-29
,1832371,VELOCITY ACQUISITION CORP.,,,2021,2021-12-31
,1832505,EUROPEAN SUSTAINABLE GROWTH ACQUISITION CORP.,,,2021,2021-10-31
,1832696,FTAC ATHENA ACQUISITION CORP.,,,2021,2021-12-31
,1832737,TISHMAN SPEYER INNOVATION CORP. II,,,2021,2021-12-31
,1833213,PROGRESS ACQUISITION CORP.,,,2021,2021-12-31
,1833235,PROPERTY SOLUTIONS ACQUISITION CORP. II,,,2021,2021-12-31
,1833764,ABG Acquisition Corp. I,,,2021,2021-12-31
,1833908,"Alfi, Inc.",,,2021,2021-12-31
,1833909,African Gold Acquisition Corp,,,2021,2021-12-31
,1834226,Oyster Enterprises Acquisition Corp.,,,2021,2021-12-31
,1834628,"LEAD EDGE GROWTH OPPORTUNITIES, LTD",,,2021,2021-12-31
,1835059,Arrival,,,2021,2021-12-31
,1835205,Ibere Pharmaceuticals,,,2021,2021-12-31
,1835236,The Music Acquisition Corporation,,,2021,2021-12-31
,1835636,"ADVANCED MERGER PARTNERS, INC.",,,2021,2021-12-31
,1835713,Climate Real Impact Solutions II Acquisition Corp,,,2021,2021-12-31
,1836074,Warburg Pincus Capital Corporation I-B,,,2021,2021-12-31
,1836075,Warburg Pincus Capital Corporation I-A,,,2021,2021-12-31
,1836129,ORION ACQUISITION CORP.,,,2021,2021-12-31
,1836190,Queen’s Gambit Growth Capital,,,2021,2021-12-31
,1836259,SportsTek Acquisition Corp.,,,2021,2021-12-31
,1836337,LAZARD GROWTH ACQUISITION CORP. I,,,2021,2021-12-31
,1836517,MEDICUS SCIENCES ACQUISITION CORP.,,,2021,2021-12-31
,1836547,ALPHA CAPITAL ACQUISITION COMPANY,,,2021,2021-12-31
,1836707,SBEA MERGER SUB LLC,,,2021,2021-12-31
,1836894,USHG Acquisition Corp.,,,2021,2021-12-31
,1837067,NIGHTDRAGON ACQUISITION CORP.,,,2021,2021-12-31
,1837105,"GORES TECHNOLOGY PARTNERS, INC.",,,2021,2021-12-31
,1837160,COVA ACQUISITION CORP.,,,2021,2021-12-31
,1837207,G SQUARED ASCEND I INC.,,,2021,2021-12-31
,1837238,SVF INVESTMENT CORP. 2,,,2021,2021-12-31
,1837393,Independence Holdings Corp.,,,2021,2021-12-31
,1837430,ironSource Ltd,,,2021,2021-12-31
,1837739,COLONNADE ACQUISITION CORP. II,,,2021,2021-12-31
,1837997,ISLEWORTH HEALTHCARE ACQUISITION CORP.,,,2021,2021-12-31
,1838176,DHB CAPITAL CORP.,,,2021,2021-12-31
,1838207,Austerlitz Acquisition Corp I,,,2021,2021-12-31
,1838219,TCW SPECIAL PURPOSE ACQUISITION CORP.,,,2021,2021-12-31
,1838238,PINE TECHNOLOGY ACQUISITION CORP.,,,2021,2021-12-31
,1838337,APOLLO STRATEGIC GROWTH CAPITAL II,,,2021,2022-12-31
,1838361,"SUPERNOVA PARTNERS ACQUISITION COMPANY III, LTD.",,,2021,2021-12-31
,1838431,SCION TECH GROWTH II,,,2021,2021-12-31
,1838433,New Vista Acquisition Corp,,,2021,2021-12-31
,1838544,BOA ACQUISITION CORP.,,,2021,2021-12-31
,1838666,BUILD ACQUISITION CORP.,,,2021,2021-12-31
,1838697,BROADSCALE ACQUISITION CORP.,,,2021,2021-12-31
,1838883,ACCELERATE ACQUISITION CORP.,,,2021,2021-12-31
,1839121,G&P ACQUISITION CORP.,,,2021,2021-12-31
,1839127,"SIMON PROPERTY GROUP ACQUISITION HOLDINGS, INC.",,,2021,2021-12-31
,1839185,SUMMIT HEALTHCARE ACQUISITION CORP.,,,2021,2021-12-31
,1839191,AUSTERLITZ ACQUISITION CORPORATION II,,,2021,2021-12-31
,1839434,EJF Acquisition Corp.,,,2021,2021-12-31
,1839550,Figure Acquisition Corp. I,,,2021,2021-12-31
,1839569,FINTECH EVOLUTION ACQUISITION GROUP,,,2021,2021-12-31
,1839611,INTERPRIVATE IV INFRATECH PARTNERS INC.,,,2021,2021-12-31
,1839972,FTAC PARNASSUS ACQUISITION CORP.,,,2021,2021-12-31
,1840148,MISSION ADVANCEMENT CORP.,,,2021,2021-12-31
,1840463,RXR ACQUISITION CORP.,,,2021,2021-12-31
,1840792,VPC IMPACT ACQUISITION HOLDINGS II,,,2021,2021-12-31
,1841080,"GORES HOLDINGS VIII, INC.",,,2021,2021-12-31
,1841389,REVOLUTION HEALTHCARE ACQUISITION CORP.,,,2021,2021-12-31
,1841420,ESM Acquisition Corporation,,,2021,2021-12-31
,1841585,Live Oak Mobility Acquisition Corp.,,,2021,2021-12-31
,1841661,AF ACQUISITION CORP.,,,2021,2021-12-31
,1841734,GLASS HOUSES ACQUISITION CORP.,,,2021,2021-12-31
,1841845,PERIDOT ACQUISITION CORP. II,,,2021,2021-12-31
,1841867,ARIES I ACQUISITION CORPORATION,,,2021,2021-12-31
,1841948,LERER HIPPEAU ACQUISITION CORP.,,,2021,2021-12-31
,1841993,MODEL PERFORMANCE ACQUISITION CORP.,,,2021,2021-12-31
,1842046,"GORES TECHNOLOGY PARTNERS II, INC.",,,2021,2021-12-31
,1842219,AGRICO ACQUISITION CORP.,,,2021,2021-12-31
,1842223,FRONTIER ACQUISITION CORP.,,,2021,2021-12-31
,1842329,AGILE GROWTH CORP.,,,2021,2021-12-31
,1842373,LDH Growth Corp I,,,2021,2021-12-31
,1842430,ANGEL POND HOLDINGS CORPORATION,,,2021,2021-12-31
,1842729,SANDBRIDGE X2 CORP,,,2021,2021-12-31
,1842883,First Reserve Sustainable Growth Corp.,,,2021,2021-12-31
,1842912,FTAC HERA ACQUISITION CORP.,,,2021,2021-12-31
,1843212,KKR ACQUISITION HOLDINGS I CORP.,,,2021,2021-12-31
,1843249,NORTHERN GENESIS ACQUISITION CORP. III,,,2021,2021-12-31
,1843351,Kadem Sustainable Impact Corporation,,,2021,2021-12-31
,1843608,DILA CAPITAL ACQUISITION CORP,,,2021,2021-12-31
,1843764,TB SA ACQUISITION CORP,,,2021,2021-01-26
,1844135,SIERRA LAKE ACQUISITION CORP.,,,2021,2021-01-25
,1844336,FINTECH ACQUISITION CORP. VI,,,2021,2021-12-31
,1844519,"Drax, Industries Inc.",,,2021,2021-12-31
,1844579,ION ACQUISITION CORP 3 LTD.,,,2021,2021-12-31
,1844650,SOAR TECHNOLOGY ACQUISITION CORP.,,,2021,2021-12-31
,1844744,"Alight, Inc. /DE",,,2021,2021-03-31
,1844840,ARTISAN ACQUISITION CORP.,,,2021,2021-12-31
,1844908,SHELTER ACQUISITION CORPORATION I,,,2021,2021-12-31
,1845290,"MACQUARIE INFRASTRUCTURE HOLDINGS, LLC",,,2021,2021-12-31
,1845580,TCV ACQUISITION CORP.,,,2021,2021-12-31
,1845601,IRON SPARK I INC.,,,2021,2021-12-31
,1845842,TELESAT PARTNERSHIP LP,,,2021,2021-12-31
,1845991,LIONHEART III CORP,,,2021,2021-12-31
,1846136,Riverview Acquisition Corp.,,,2021,2021-02-03
,1846288,GLOBAL CONSUMER ACQUISITION CORP.,,,2021,2021-12-31
,1846804,"BIG SKY GROWTH PARTNERS, INC.",,,2021,2021-02-10
,1847090,TPB ACQUISITION CORPORATION I,,,2021,2021-12-31
,1847127,"GORES GUGGENHEIM, INC.",,,2021,2021-12-31
,1848000,LAKESHORE ACQUISITION I CORP.,,,2021,2021-12-31
,1848097,SPK ACQUISITION CORP.,,,2021,2021-12-31
,1848165,Parabellum Acquisition Corp.,,,2021,2021-12-31
,1848410,Catalyst Partners Acquisition Corp.,,,2021,2021-12-31
,1848558,Spindletop Health Acquisition Corp.,,,2021,2021-02-16
,1848795,"GigInternational1, Inc.",,,2021,2021-02-22
,1848959,Decarbonization Plus Acquisition Corporation IV,,,2021,2021-02-21
,1849489,ARENA FORTIFY ACQUISITION CORP.,,,2021,2021-01-25
,1850038,HUNT COMPANIES ACQUISITION CORP. I,,,2021,2021-12-31
,1850316,ASCENDANT DIGITAL ACQUISITION CORP. III,,,2021,2021-12-31
,1850487,GOOD WORKS II ACQUISITION CORP.,,,2021,2021-12-31
,1851174,WORLD QUANTUM GROWTH ACQUISITION CORP.,,,2021,2021-03-08
,1851625,MCLAREN TECHNOLOGY ACQUISITION CORP.,,,2021,2021-12-31
,1852597,"Land Newco, Inc.",,,2021,2021-03-31
,1852771,Macondray Capital Acquisition Corp. I,,,2021,2021-12-31
,1853506,"JANGIT ENTERPRISES, INC.",,,2021,2021-04-30
,1853651,ALPINE ACQUISITION CORPORATION,,,2021,2021-12-31
,1853775,MOUNTAIN CREST ACQUISITION CORP. III,,,2021,2021-12-31
,1854593,Gobi Acquisition Corp.,,,2021,2021-12-31
,1855302,"Industrial Human Capital, Inc.",,,2021,2021-12-31
,1855751,Parsec Capital Acquisitions Corp.,,,2021,2021-12-31
,1855886,Arbor Rapha Capital Bioholdings Corp. I,,,2021,2021-12-31
,1856519,G3 VRM ACQUISITION CORP.,,,2021,2021-12-31
,1858414,PACIFICO ACQUISITION CORP.,,,2021,2021-12-31
,1858912,GARDINER HEALTHCARE ACQUISITIONS CORP.,,,2021,2022-12-31
,1859902,The Valens Company Inc.,,,2021,2021-11-30
,1861645,"PEGASUS MEDICAL HOLDINGS, INC.",,,2021,2021-12-31
,1863428,Seaport Calibre Materials Acquisition Corp.,,,2021,2021-12-31
,1863685,THRIVE ACQUISITION CORPORATION,,,2021,2021-12-31
,1864891,Endurance Acquisition Corp.,,,2021,2021-12-31
,1865377,Argus Capital Corp.,,,2021,2021-04-21
,1865533,EMERGING MARKETS HORIZON CORP.,,,2021,2021-05-05
,1865537,DTRT Health Acquisition Corp.,,,2021,2021-04-18
,1867325,Getnet Adquirencia E Servicos Para Meios De Pagamento S.A.,,,2021,2021-12-31
,1867388,GAMESQUARE ESPORTS INC.,,,2021,2021-12-31
,1868734,"CinCor Pharma, Inc.",,,2021,2021-12-31
,1870471,CRYPTO 1 ACQUISITION CORP,,,2021,2021-12-31
,1870997,LOYALTY VENTURES INC.,,,2021,2021-12-31
,1873964,Counter Press Acquisition Corporation,,,2021,2021-06-30
,1878835,Very Good Food Company Inc.,,,2021,2021-12-31
,1884697,"STARRY GROUP HOLDINGS, INC.",,,2021,2021-12-31
,1898019,AXIOS Sustainable Growth Acquisition Corporation,,,2021,2021-12-31
,1906195,"ABRI SPAC 2, INC.",,,2021,2021-12-31
GSTK,1917993,GROWTH STALK HOLDINGS CORP.,0100,Agricultural Production-Crops,2021,2021-12-31
,4969,AMERICAN EXPRESS CREDIT CORP,,,2020,2020-12-31
,9346,Protective Insurance Corporation,,,2020,2020-12-31
,13239,HEXION INC.,,,2020,2020-12-31
,13573,BOWL AMERICA INC,,,2020,2020-06-28
,18172,A. M. CASTLE & CO.,,,2020,2020-12-31
,19411,MAGELLAN HEALTH INC,,,2020,2020-12-31
,19446,CANTEL MEDICAL LLC,,,2020,2020-07-31
,19612,TCF FINANCIAL CORPORATION,,,2020,2020-12-31
,24491,COOPER TIRE & RUBBER CO,,,2020,2020-12-31
,26076,Cubic Corporation,,,2020,2020-09-30
,31978,EL PASO ELECTRIC CO /TX/,,,2020,2020-03-31
,36047,"CORELOGIC, INC.",,,2020,2020-12-31
,36506,MACKINAC FINANCIAL CORPORATION,,,2020,2020-12-31
,49279,HUSKY ENERGY INC,,,2020,2020-12-31
,49728,IEC ELECTRONICS CORP,,,2020,2020-09-30
,60977,"LYDALL, INC.",,,2020,2020-12-31
,68709,MTS SYSTEMS CORPORATION,,,2020,2020-10-03
,70415,GP STRATEGIES CORP,,,2020,2020-12-31
,86759,SANTA FE FINANCIAL CORP,,,2020,2020-06-30
,98752,TOROTEL INC,,,2020,2020-04-30
,104819,WASHINGTON GAS LIGHT CO,,,2020,2020-12-31
,203527,VARIAN MEDICAL SYSTEMS INC,,,2020,2020-10-02
,311817,HMG COURTLAND PROPERTIES INC,,,2020,2020-12-31
,313151,SADDLEBROOK RESORTS INC,,,2020,2020-12-31
,320575,Pioneer Energy Services LLC,,,2020,2020-12-31
,350797,EATON VANCE CORP.,,,2020,2020-10-31
,352998,"TELIGENT, INC.",,,2020,2020-12-31
,353020,AEGION CORPORATION,,,2020,2020-12-31
,354908,FLIR SYSTEMS INC,,,2020,2020-12-31
,355573,REAL ESTATE ASSOCIATES LIMITED IV,,,2020,2020-12-31
,701869,INDEPENDENCE HOLDING COMPANY,,,2020,2020-12-31
,702325,FIRST MIDWEST BANCORP INC,,,2020,2020-12-31
,702513,Bank of Commerce Holdings,,,2020,2020-12-31
,711477,KIEWIT ROYALTY TRUST,,,2020,2020-12-31
,733337,"PwrCor, Inc.",,,2020,2020-12-31
,749038,"CCUR HOLDINGS, INC.",,,2020,2020-06-30
,766701,CAPSTEAD MORTGAGE CORP,,,2020,2020-12-31
,772320,"Gene Biotherapeutics, Inc.",,,2020,2020-12-31
,774569,CORTLAND BANCORP INC,,,2020,2020-12-31
,778946,BLUEGREEN VACATIONS CORPORATION,,,2020,2020-12-31
,783005,EMMIS COMMUNICATIONS CORP,,,2020,2020-02-29
,802681,Bryn Mawr Bank Corporation,,,2020,2020-12-31
,808450,NAVISTAR INTERNATIONAL CORP,,,2020,2020-10-31
,812348,"CENTURY BANCORP, INC.",,,2020,2020-12-31
,821127,BOSTON PRIVATE FINANCIAL HOLDINGS INC,,,2020,2020-12-31
,828916,WEINGARTEN REALTY INVESTORS,,,2020,2020-12-31
,842013,Coro Global Inc.,,,2020,2020-12-31
,844161,APEX GLOBAL BRANDS INC.,,,2020,2020-02-01
,852747,CONTINENTAL ENERGY CORP,,,2020,2020-06-30
,855612,ZIX CORP,,,2020,2020-12-31
,857737,"ICONIX BRAND GROUP, INC.",,,2020,2020-12-31
,859598,SEACOR HOLDINGS INC /NEW/,,,2020,2020-12-31
,866609,ION Geophysical Corporation,,,2020,2020-12-31
,868271,"Severn Bancorp, Inc.",,,2020,2020-12-31
,869495,DEEP WELL OIL & GAS INC,,,2020,2020-09-30
,874977,STATE AUTO FINANCIAL CORPORATION,,,2020,2020-12-31
,877365,NORBORD INC.,,,2020,2020-12-31
,882104,"PDL BioPharma, Inc.",,,2020,2020-12-31
,887226,PERCEPTRON INC/MI,,,2020,2020-06-30
,887730,KEMET Corp,,,2020,2020-03-31
,887919,"PREMIER FINANCIAL BANCORP, INC.",,,2020,2020-12-31
,890547,Revlon Consumer Products Corporation,,,2020,2020-12-31
,899866,"ALEXION PHARMACEUTICALS, INC.",,,2020,2020-12-31
,903571,GOLDEN STAR RESOURCES LTD.,,,2020,2020-12-31
,912505,ENEL AMERICAS S.A.,,,2020,2020-12-31
,915778,"DSP GROUP, INC.",,,2020,2020-12-31
,919956,"Diversicare Healthcare Services, Inc.",,,2020,2020-12-31
,943861,GOODRICH PETROLEUM CORPORATION,,,2020,2020-12-31
,1000232,"KENTUCKY BANCSHARES, INC.",,,2020,2020-12-31
,1003201,"MMA Capital Holdings, LLC",,,2020,2020-12-31
,1005011,"GRAPHIC PACKAGING INTERNATIONAL, LLC",,,2020,2020-12-31
,1006269,LORAL SPACE & COMMUNICATIONS INC.,,,2020,2020-12-31
,1010612,SYKES ENTERPRISES INC,,,2020,2020-12-31
,1011570,"Knoll, Inc.",,,2020,2020-12-31
,1011659,MUFG Americas Holdings Corporation,,,2020,2020-12-31
,1012771,"FBL FINANCIAL GROUP, INC.",,,2020,2020-12-31
,1017673,DOVER MOTORSPORTS INC,,,2020,2020-12-31
,1023844,NATIONAL HOLDINGS CORP,,,2020,2020-09-30
,1025953,"NOVATION COMPANIES, INC.",,,2020,2020-12-31
,1029831,"The Hillman Companies, Inc.",,,2020,2020-12-26
,1031233,PINNACLE BANKSHARES CORPORATION,,,2020,2020-12-31
,1033905,LUMINEX CORP,,,2020,2020-12-31
,1045309,W. R. GRACE & CO.,,,2020,2020-12-31
,1047884,ANWORTH MORTGAGE ASSET CORPORATION,,,2020,2020-12-31
,1052100,"WADDELL & REED FINANCIAL, INC.",,,2020,2020-12-31
,1056757,SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,,,2020,2020-02-29
,1058330,"ROGUE ONE, INC.",,,2020,2020-12-31
,1059784,GENEREX BIOTECHNOLOGY CORP,,,2020,2020-07-31
,1065332,NIC Inc.,,,2020,2020-12-31
,1069680,"HANNOVER HOUSE, INC.",,,2020,2020-12-31
,1070154,Sterling Bancorp,,,2020,2020-12-31
,1071993,CONTANGO OIL & GAS CO,,,2020,2020-12-31
,1073429,"U.S. CONCRETE, INC.",,,2020,2020-12-31
,1075607,"TC PipeLines, LP",,,2020,2020-12-31
,1075857,VIEW SYSTEMS INC,,,2020,2020-12-31
,1077561,"China Elite Information Co., Ltd.",,,2020,2020-11-30
,1078037,"REMEDENT, INC.",,,2020,2020-03-31
,1082027,"Northstar Electronics, Inc",,,2020,2020-12-31
,1082506,"GREAT ELM CAPITAL GROUP, INC.",,,2020,2020-06-30
,1082923,STAMPS.COM INC,,,2020,2020-12-31
,1083643,"Fauquier Bankshares, Inc.",,,2020,2020-12-31
,1084384,Pareteum Corp,,,2020,2020-12-31
,1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,,,2020,2020-12-31
,1095595,CNOOC LTD,,,2020,2020-12-31
,1098996,ORANCO INC,,,2020,2020-06-30
,1104855,"SUPPORT.COM, INC.",,,2020,2020-12-31
,1108236,American River Bankshares,,,2020,2020-12-31
,1108320,SMTC CORP,,,2020,2021-01-03
,1108827,"QEP RESOURCES, INC.",,,2020,2020-12-31
,1109189,"Basic Energy Services, Inc.",,,2020,2020-12-31
,1109504,EMPOWER CLINICS INC.,,,2020,2020-12-31
,1109546,PACIFIC MERCANTILE BANCORP,,,2020,2020-12-31
,1113866,CHINA UNICOM (HONG KONG) Ltd,,,2020,2020-12-31
,1116284,EXFO INC.,,,2020,2020-08-31
,1124160,ZIM CORP,,,2020,2020-03-31
,1141788,HEALTH DISCOVERY CORPORATION,,,2020,2020-12-31
,1141807,1ST CONSTITUTION BANCORP,,,2020,2020-12-31
,1160846,OI S.A. - In Judicial Reorganization,,,2020,2020-12-31
,1160958,INPHI CORPORATION,,,2020,2020-12-31
,1161154,"Energy Transfer Operating, L.P.",,,2020,2020-12-31
,1162112,"RigNet, Inc.",,,2020,2020-12-31
,1168054,CIMAREX ENERGY CO.,,,2020,2020-12-31
,1169988,"BOINGO WIRELESS, INC.",,,2020,2020-12-31
,1171662,TRIPLE-S MANAGEMENT CORPORATION,,,2020,2020-12-31
,1171825,CIT GROUP INC,,,2020,2020-12-31
,1175505,"Five Prime Therapeutics, Inc.",,,2020,2020-12-31
,1177167,Lingo Media Corporation,,,2020,2020-12-31
,1182737,Dakota Territory Resource Corp.,,,2020,2021-03-31
,1186258,ATEL CAPITAL EQUIPMENT FUND X LLC,,,2020,2020-12-31
,1191255,CHINA TELECOM CORP LTD,,,2020,2020-12-31
,1191334,CHUN CAN CAPITAL GROUP,,,2020,2020-12-31
,1196501,HMS HOLDINGS CORP.,,,2020,2020-12-31
,1207074,VIRTUSA CORPORATION,,,2020,2020-03-31
,1212458,PROOFPOINT INC,,,2020,2020-12-31
,1222840,"RETAIL PROPERTIES OF AMERICA, INC.",,,2020,2020-12-31
,1225307,IBM CREDIT LLC,,,2020,2020-12-31
,1236997,COUNTERPATH CORP,,,2020,2020-04-30
,1245791,"GI DYNAMICS, INC.",,,2020,2020-12-31
,1252849,"Columbia Property Trust, Inc.",,,2020,2020-12-31
,1260968,MARLIN BUSINESS SERVICES CORP,,,2020,2020-12-31
,1263762,"SELECT BANCORP, INC.",,,2020,2020-12-31
,1265107,"MONITRONICS INTERNATIONAL, INC",,,2020,2020-12-31
,1267919,SIGNATURE DEVICES INC,,,2020,2020-12-31
,1278465,EURASIA ENERGY LTD,,,2020,2020-12-31
,1279695,"Universal Biosensors, Inc.",,,2020,2020-12-31
,1280600,ACCELERON PHARMA INC.,,,2020,2020-12-31
,1284196,MADISON AVE HOLDINGS INC,,,2020,2020-12-31
,1284450,"CHINA CARBON GRAPHITE GROUP, INC.",,,2020,2020-12-31
,1286225,"RealPage, Inc.",,,2020,2020-12-31
,1288359,OTELCO INC.,,,2020,2020-12-31
,1289790,MACQUARIE INFRASTRUCTURE CORPORATION,,,2020,2020-12-31
,1295484,"51job, Inc.",,,2020,2020-12-31
,1297830,China Finance Online Co. LTD,,,2020,2020-12-31
,1301838,"PREMIER PRODUCT GROUP, INC.",,,2020,2020-12-31
,1302350,JMP Group LLC,,,2020,2020-12-31
,1316644,"AeroGrow International, Inc.",,,2020,2020-03-31
,1317839,UMATRIN HOLDING LIMITED,,,2020,2020-12-31
,1318084,"Core-Mark Holding Company, LLC",,,2020,2020-12-31
,1323648,Community Bankers Trust Corp,,,2020,2020-12-31
,1326089,Sundance Energy Inc.,,,2020,2020-12-31
,1328143,"Adamas Pharmaceuticals, Inc.",,,2020,2020-12-31
,1334740,"Utilicraft Aerospace Industries, Inc",,,2020,2020-12-31
GIGGF,1336364,Giga Metals Corp,1000,Metal Mining,2020,2020-12-31
,1339469,"CHIASMA, INC",,,2020,2020-12-31
,1342287,General Finance Corporation,,,2020,2020-06-30
,1346302,XERIS PHARMACEUTICALS INC,,,2020,2020-12-31
,1350420,"LINCOLNWAY ENERGY, LLC",,,2020,2020-09-30
,1351051,"Genesis Healthcare, Inc.",,,2020,2020-12-31
,1351285,ROSETTA STONE INC,,,2020,2020-01-01
,1351288,GW PHARMACEUTICALS PLC,,,2020,2020-12-31
,1351573,"PURE HARVEST CORPORATE GROUP, INC.",,,2020,2020-12-31
,1353406,REDHAWK HOLDINGS CORP.,,,2020,2020-06-30
,1353970,China XD Plastics Co Ltd,,,2020,2020-12-31
,1355559,"Celexus, Inc",,,2020,2020-03-31
,1356949,HOUSTON WIRE & CABLE COMPANY,,,2020,2020-12-31
,1358071,CONCHO RESOURCES INC,,,2020,2020-01-01
,1361983,ORBCOMM Inc.,,,2020,2020-12-31
AVLNF,1362898,AVALON ADVANCED MATERIALS INC.,1000,Metal Mining,2020,2020-08-31
,1365038,LEAF GROUP LTD.,,,2020,2020-12-31
,1366246,Glu Mobile Inc.,,,2020,2020-12-31
,1371217,RESHAPE LIFESCIENCES INC.,,,2020,2020-12-31
,1372954,AMERITRUST CORPORATION,,,2020,2020-09-30
,1379245,"ENIGMA-BULWARK, LTD.",,,2020,2020-12-31
