ticker,cik,company_name,sic,sic_description,latest_fiscal_year,period_end
,1805087,"Gelesis Holdings, Inc.",,,2022,2022-12-31
,1807192,Chindata Group Holdings Limited,,,2022,2022-12-31
,1807594,Malacca Straits Acquisition Co Ltd,,,2022,2022-12-31
,1807707,"AppHarvest, Inc.",,,2022,2022-12-31
,1809353,HPX Corp.,,,2022,2022-12-31
,1810031,Freeline Therapeutics Holdings plc,,,2022,2022-12-31
,1810739,"Radius Global Infrastructure, Inc.",,,2022,2022-12-31
,1811764,POINT BIOPHARMA GLOBAL INC.,,,2022,2022-12-31
,1811856,"VIEW, INC.",,,2022,2022-12-31
,1812234,Churchill Capital Corp V,,,2022,2022-12-31
,1814140,"Apexigen, Inc.",,,2022,2022-12-31
,1815086,Bridgetown Holdings Ltd,,,2022,2022-12-31
,1815737,FAST ACQUISITION CORP.,,,2022,2022-03-31
,1815753,"THUNDER BRIDGE CAPITAL PARTNERS III, INC.",,,2022,2022-12-31
,1816723,Graphex Group Limited,,,2022,2022-12-31
,1816906,"Gaming Technologies, Inc.",,,2022,2022-12-31
,1817153,EdtechX Holdings Acquisition Corp. II,,,2022,2022-06-30
,1817218,ConvexityShares Trust,,,2022,2022-12-31
,1817868,Jupiter Acquisition Corporation,,,2022,2022-12-31
,1818089,BLUESCAPE OPPORTUNITIES ACQUISITION CORP.,,,2022,2022-12-31
,1819074,ParcelPal Logistics Inc.,,,2022,2022-12-31
,1819113,"SCIENCE 37 HOLDINGS, INC.",,,2022,2022-12-31
PRIAF,1819175,Prime Impact Acquisition I,6770,Blank Checks,2022,2022-12-31
,1819498,TWELVE SEAS INVESTMENT COMPANY II,,,2022,2022-12-31
,1819584,Volta Inc.,,,2022,2022-12-31
,1819876,"TRITERRAS, INC.",,,2022,2022-02-28
,1819881,Paya Holdings Inc.,,,2022,2022-12-31
,1820630,Proterra Inc,,,2022,2022-12-31
,1821146,Better World Acquisition Corp.,,,2022,2022-12-31
,1821323,"Sigilon Therapeutics, Inc.",,,2022,2022-12-31
,1821329,CC NEUBERGER PRINCIPAL HOLDINGS III,,,2022,2022-12-31
,1821606,Priveterra Acquisition Corp. II,,,2022,2022-12-31
,1821788,HORIZON ACQUISITION CORPORATION II,,,2022,2022-12-31
,1821812,Stratim Cloud Acquisition Corp.,,,2022,2022-12-31
,1821850,Sunlight Financial Holdings Inc.,,,2022,2022-12-31
,1822366,Altitude Acquisition Corp.,,,2022,2022-12-31
,1822691,"GreenLight Biosciences Holdings, PBC",,,2022,2022-12-31
,1822711,"PARDES BIOSCIENCES, INC.",,,2022,2022-12-31
,1822792,Goldenbridge Acquisition Ltd,,,2022,2022-06-30
,1822829,Ozon Holdings PLC,,,2022,2022-12-31
,1822912,26 CAPITAL ACQUISITION CORP.,,,2022,2022-12-31
,1822929,Eucrates Biomedical Acquisition Corp.,,,2022,2022-12-31
,1823086,Kingswood Acquisition Corp.,,,2022,2022-12-31
TSPH,1823593,TuSimple Holdings Inc.,7373,Services-Computer Integrated Systems Design,2022,2022-12-31
,1823826,Aequi Acquisition Corp.,,,2022,2022-12-31
,1823854,SENIOR CONNECT ACQUISITION CORP. I,,,2022,2022-12-31
,1823857,VIVEON HEALTH ACQUISITION CORP.,,,2022,2022-12-31
,1823896,Golden Falcon Acquisition Corp.,,,2022,2022-12-31
,1824036,IDEX Biometrics ASA,,,2022,2022-12-31
,1824185,HH&L Acquisition Co.,,,2022,2022-12-31
,1824734,"Berkshire Grey, Inc.",,,2022,2022-12-31
,1824884,EDOC ACQUISITION CORP.,,,2022,2022-12-31
,1825249,CF ACQUISITION CORP. IV,,,2022,2022-12-31
,1825473,PROSPECTOR CAPITAL CORP.,,,2022,2022-12-31
,1826018,"Rover Group, Inc.",,,2022,2022-12-31
,1826492,Gracell Biotechnologies Inc.,,,2022,2022-12-31
,1826669,GX ACQUISITION CORP. II,,,2022,2022-12-31
,1826671,"Near Intelligence, Inc.",,,2022,2022-12-31
,1827075,CVENT HOLDING CORP.,,,2022,2022-12-31
,1827871,"ELECTRIQ POWER HOLDINGS, INC.",,,2022,2022-12-31
,1827980,"EMBARK TECHNOLOGY, INC.",,,2022,2022-12-31
,1828182,"Signify Health, Inc.",,,2022,2022-12-31
,1828250,Churchill Capital Corp VI,,,2022,2022-12-31
,1828443,Ortho Clinical Diagnostics Holdings plc,,,2022,2022-01-02
,1828608,Compute Health Acquisition Corp.,,,2022,2022-12-31
,1828613,STEM CELL INC.,,,2022,2022-12-31
,1828989,PANACEA ACQUISITION CORP. II,,,2022,2022-12-31
,1829322,SIZZLE ACQUISITION CORP.,,,2022,2022-12-31
,1829426,Far Peak Acquisition Corp,,,2022,2022-09-30
,1830197,Home Point Capital Inc.,,,2022,2022-12-31
,1830392,Pontem Corporation,,,2022,2022-12-31
,1830795,QUANTUM FINTECH ACQUISITION CORPORATION,,,2022,2022-12-31
LIANY,1831283,LianBio,2834,Pharmaceutical Preparations,2022,2022-12-31
,1831617,"DIVERSEY HOLDINGS, LTD.",,,2022,2022-12-31
,1832415,"BETTER THERAPEUTICS, INC.",,,2022,2022-12-31
,1832765,EDIFY ACQUISITION CORP.,,,2022,2022-12-31
,1834336,FinServ Acquisition Corp. II,,,2022,2022-12-31
,1834342,EVO ACQUISITION CORP.,,,2022,2022-12-31
,1834518,NORTHERN STAR INVESTMENT CORP. II,,,2022,2022-12-31
,1834755,SOCIAL LEVERAGE ACQUISITION CORP I,,,2022,2022-12-31
,1835567,"Pear Therapeutics, Inc.",,,2022,2022-12-31
,1835800,PIVOTAL INVESTMENT CORPORATION III,,,2022,2022-12-31
,1835814,NORTHERN STAR INVESTMENT CORP. IV,,,2022,2022-09-30
,1835817,NORTHERN STAR INVESTMENT CORP. III,,,2022,2022-09-30
,1835881,Tailwind International Acquisition Corp.,,,2022,2022-12-31
,1836274,ATLANTIC COASTAL ACQUISITION CORP.,,,2022,2022-12-31
,1836379,VectivBio Holding AG,,,2022,2022-12-31
,1836478,AVALON ACQUISITION INC.,,,2022,2022-12-31
,1837248,Sustainable Development Acquisition I Corp.,,,2022,2022-12-31
,1837344,NOCTURNE ACQUISITION CORPORATION,,,2022,2022-12-31
,1837412,"SOMALOGIC, INC.",,,2022,2022-12-31
,1837824,Sprott     ESG Gold ETF,,,2022,2022-12-31
,1838000,CLEAN ENERGY SPECIAL SITUATIONS CORP.,,,2022,2022-12-31
,1838108,RMG ACQUISITION CORP. III,,,2022,2022-12-31
,1838814,JUNIPER II CORP.,,,2022,2022-12-31
,1838831,DISRUPTIVE ACQUISITION CORPORATION I,,,2022,2022-12-31
,1838937,Zhangmen Education Inc.,,,2022,2022-12-31
,1839132,Movella Holdings Inc.,,,2022,2022-12-31
,1839175,M3-BRIGADE ACQUISITION II CORP.,,,2022,2022-12-31
,1839360,FAZE HOLDINGS INC.,,,2022,2022-12-31
,1839412,QUALTEK SERVICES INC.,,,2022,2022-12-31
,1839610,INTERPRIVATE III FINANCIAL PARTNERS INC.,,,2022,2022-12-31
,1839824,FAST ACQUISITION CORP. II,,,2022,2022-12-31
,1839990,Artemis Strategic Investment Corp,,,2022,2022-12-31
,1840161,FOREST ROAD ACQUISITION CORP. II,,,2022,2022-12-31
,1840225,FUSION ACQUISITION CORP. II,,,2022,2022-12-31
,1840353,TWIN RIDGE CAPITAL ACQUISITION CORP.,,,2022,2022-12-31
,1840859,TPG PACE BENEFICIAL II CORP.,,,2022,2022-12-31
,1840920,Tech and Energy Transition Corporation,,,2022,2022-03-31
,1841004,ALTIMAR ACQUISITION CORP. III,,,2022,2022-12-31
,1841024,L Catterton Asia Acquisition Corp,,,2022,2022-12-31
,1841137,CONYERS PARK III ACQUISITION CORP.,,,2022,2022-12-31
,1841144,HAWKS ACQUISITION CORP,,,2022,2022-12-31
,1841230,Trine II Acquisition Corp.,,,2022,2022-12-31
,1841258,European Biotech Acquisition Corp.,,,2022,2022-12-31
,1841338,"CIIG CAPITAL PARTNERS II, INC.",,,2022,2022-12-31
,1841383,Levere Holdings Corp.,,,2022,2022-12-31
,1841586,"INDUSTRIAL TECH ACQUISITIONS II, INC.",,,2022,2022-12-31
,1841800,"Nogin, Inc.",,,2022,2022-12-31
,1841873,Khosla Ventures Acquisition Co.,,,2022,2022-12-31
,1842384,Belong Acquisition Corp.,,,2022,2022-12-31
,1842386,VECTOR ACQUISITION CORPORATION II,,,2022,2022-12-31
,1842498,OTONOMO TECHNOLOGIES LTD.,,,2022,2022-12-31
,1842609,Jaws Juggernaut Acquisition Corp,,,2022,2022-12-31
,1842644,SILVERSPAC INC.,,,2022,2022-12-31
,1842659,CORSAIR PARTNERING CORP,,,2022,2022-12-31
,1842916,Forum Merger IV Corp,,,2022,2022-12-31
,1843091,VALOR LATITUDE ACQUISITION CORP.,,,2022,2022-12-31
,1843100,Schultze Special Purpose Acquisition Corp. II,,,2022,2022-12-31
,1843121,MAGNUM OPUS ACQUISITION LIMITED,,,2022,2022-12-31
,1843205,Jaws Hurricane Acquisition Corp,,,2022,2022-12-31
,1843248,"Global System Dynamics, Inc.",,,2022,2022-12-31
,1843388,"Virgin Orbit Holdings, Inc.",,,2022,2022-12-31
,1843716,Post Holdings Partnering Corporation,,,2022,2022-12-31
,1843762,"EQRx, Inc.",,,2022,2022-12-31
,1843862,ELLIOTT OPPORTUNITY II CORP.,,,2022,2022-12-31
,1844211,B. Riley Principal 250 Merger Corp.,,,2022,2022-12-31
,1844224,FREYR Battery,,,2022,2022-12-31
,1844270,FTAC ZEUS ACQUISITION CORP.,,,2022,2022-12-31
,1844280,"Thorne HealthTech, Inc.",,,2022,2022-12-31
,1844363,ROCKET INTERNET GROWTH OPPORTUNITIES CORP.,,,2022,2022-12-31
,1844635,CORAZON CAPITAL V838 MONOCEROS CORP,,,2022,2022-12-31
,1844642,"Landcadia Holdings IV, Inc.",,,2022,2022-12-31
,1844793,"YO-HEALTH, INC.",,,2022,2022-12-31
,1845013,HEALTHWELL ACQUISITION CORP. I,,,2022,2022-12-31
,1845368,HCM ACQUISITION CORP,,,2022,2022-12-31
,1845618,Bilander Acquisition Corp.,,,2022,2022-12-31
,1846068,KHOSLA VENTURES ACQUISITION CO. III,,,2022,2022-12-31
,1846163,TIO TECH A,,,2022,2022-12-31
,1846750,ZALATORIS ACQUISITION CORP.,,,2022,2022-12-31
,1846968,CASCADIA ACQUISITION CORP.,,,2022,2022-12-31
,1846996,MSD ACQUISITION CORP. / NEW,,,2022,2022-12-31
,1847152,SKYDECK ACQUISITION CORP.,,,2022,2022-12-31
,1847351,Beard Energy Transition Acquisition Corp.,,,2022,2022-12-31
,1847416,Orion Biotech Opportunities Corp.,,,2022,2022-12-31
,1847891,ACROPOLIS INFRASTRUCTURE ACQUISITION CORP.,,,2022,2022-12-31
,1848020,BLACK MOUNTAIN ACQUISITION CORP.,,,2022,2022-12-31
,1848323,LIVE OAK CRESTVIEW CLIMATE ACQUISITION CORP.,,,2022,2022-12-31
,1848364,Logistics Innovation Technologies Corp.,,,2022,2022-12-31
,1848948,10X CAPITAL VENTURE ACQUISITION CORP. III,,,2022,2022-12-31
,1849011,APEIRON CAPITAL INVESTMENT CORP.,,,2022,2022-12-31
,1849280,G SQUARED ASCEND II INC.,,,2022,2022-12-31
,1849408,ZIMMER ENERGY TRANSITION ACQUISITION CORP.,,,2022,2022-12-31
,1849475,NEWCOURT ACQUISITION CORP,,,2022,2022-12-31
,1849580,WAVERLEY CAPITAL ACQUISITION CORP. 1,,,2022,2022-12-31
,1850051,INTELLIGENT MEDICINE ACQUISITION CORP.,,,2022,2022-12-31
,1850271,SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. II,,,2022,2022-12-31
,1850272,SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. IV,,,2022,2022-12-31
,1850529,HEARTLAND MEDIA ACQUISITION CORP.,,,2022,2022-12-31
,1850699,7 ACQUISITION CORPORATION,,,2022,2022-12-31
,1851230,Crescera Capital Acquisition Corp.,,,2022,2022-12-31
,1851266,LF Capital Acquisition Corp. II,,,2022,2022-12-31
,1851682,Missfresh Ltd,,,2022,2022-12-31
,1851908,BLACK SPADE ACQUISITION CO,,,2022,2022-12-31
,1852117,Rockley Photonics Holdings Limited,,,2022,2022-12-31
,1852332,Banner Acquisition Corp.,,,2022,2022-12-31
,1852407,FINTECH ECOSYSTEM DEVELOPMENT CORP.,,,2022,2022-12-31
,1852432,ARYA SCIENCES ACQUISITION CORP V,,,2022,2022-12-31
,1852495,Jackson Acquisition Company,,,2022,2022-12-31
,1852931,NewHold Investment Corp. II,,,2022,2022-12-31
,1852940,GOGREEN INVESTMENTS CORPORATION,,,2022,2022-12-31
,1853021,METALS ACQUISITION CORP,,,2022,2022-12-31
,1853084,Blue Safari Group Acquisition Corp,,,2022,2022-12-31
,1853112,GENESIS UNICORN CAPITAL CORP.,,,2022,2022-12-31
,1853314,GESHER I ACQUISITION CORP.,,,2022,2022-09-30
,1853397,ZALATORIS II ACQUISITION CORP.,,,2022,2022-12-31
,1853436,Mercato Partners Acquisition Corporation,,,2022,2022-12-31
,1853594,SCULPTOR ACQUISITION CORP I,,,2022,2022-12-31
,1853774,MOUNTAIN CREST ACQUISITION CORP. IV,,,2022,2022-12-31
,1853920,VISCOGLIOSI BROTHERS ACQUISITION CORP.,,,2022,2022-12-31
,1853928,ANTHEMIS DIGITAL ACQUISITIONS I CORP,,,2022,2022-12-31
EGLXF,1854233,ENTHUSIAST GAMING HOLDINGS INC. / Canada,7900,Services-Amusement & Recreation Services,2022,2022-12-31
,1854458,NABORS ENERGY TRANSITION CORP.,,,2022,2022-12-31
,1854461,MOUNT RAINIER ACQUISITION CORP,,,2022,2022-12-31
,1854863,Blue Whale Acquisition Corp I,,,2022,2022-12-31
,1855168,WILLIAMS ROWLAND ACQUISITION CORP.,,,2022,2022-12-31
,1855351,SAGALIAM ACQUISITION CORP.,,,2022,2022-12-31
,1855450,LAVA MEDTECH ACQUISITION CORP.,,,2022,2022-12-31
,1855555,ACCRETION ACQUISITION CORP.,,,2022,2022-12-31
,1855693,FRONTIER INVESTMENT CORP,,,2022,2022-12-31
,1855885,SIGNAL HILL ACQUISITION CORP.,,,2022,2022-12-31
,1856242,C5 Acquisition Corporation,,,2022,2022-12-31
,1856589,M3-BRIGADE ACQUISITION III CORP.,,,2022,2022-12-31
,1856653,BioPlus Acquisition Corp.,,,2022,2022-12-31
,1856689,SANABY HEALTH ACQUISITION CORP. I,,,2022,2022-06-30
,1856696,Ahren Acquisition Corp.,,,2022,2022-12-31
,1856724,BULLPEN PARLAY ACQUISITION COMPANY,,,2022,2022-12-31
,1856774,Games & Esports Experience Acquisition Corp.,,,2022,2022-12-31
,1856948,CHENGHE ACQUISITION CO.,,,2022,2022-12-31
,1857518,Jaguar Global Growth Corporation I,,,2022,2022-12-31
,1857662,AXONPRIME INFRASTRUCTURE ACQUISITION CORP,,,2022,2022-12-31
,1857951,Weber Inc.,,,2022,2022-09-30
,1858180,Prime Number Acquisition I Corp.,,,2022,2022-12-31
,1858327,"DMY TECHNOLOGY GROUP, INC. VI",,,2022,2022-12-31
,1858351,Iconic Sports Acquisition Corp.,,,2022,2022-12-31
,1858503,GREEN VISOR FINANCIAL TECHNOLOGY ACQUISITION CORP. I,,,2022,2022-12-31
,1858684,ST Energy Transition I Ltd.,,,2022,2022-12-31
,1859310,Minority Equality Opportunities Acquisition Inc.,,,2022,2022-12-31
,1859639,Cazoo Group Ltd,,,2022,2022-12-31
,1860482,TALON 1 ACQUISITION CORP.,,,2022,2022-12-31
,1860663,MONTEREY INNOVATION ACQUISITION CORP.,,,2022,2022-12-31
,1861121,EVE MOBILITY ACQUISITION CORP,,,2022,2022-12-31
ILLMF,1861233,AcuityAds Holdings Inc.,7374,Services-Computer Processing & Data Preparation,2022,2022-12-31
,1861449,"Bird Global, Inc.",,,2022,2022-12-31
,1862327,INFINITE ACQUISITION CORP.,,,2022,2022-12-31
,1862490,Tritium DCFC Limited,,,2022,2022-06-30
,1863099,Kimbell Tiger Acquisition Corp,,,2022,2022-12-31
,1863105,"EngageSmart, Inc.",,,2022,2022-12-31
,1863181,HOME PLATE ACQUISITION CORP.,,,2022,2022-12-31
,1863294,DA32 LIFE SCIENCE TECH ACQUISITION CORP.,,,2022,2022-12-31
,1863460,PHP Ventures Acquisition Corp.,,,2022,2022-12-31
,1863719,Everest Consolidator Acquisition Corporation,,,2022,2022-12-31
,1864448,Wejo Group Limited,,,2022,2022-12-31
,1865045,Fat Projects Acquisition Corp,,,2022,2022-12-31
,1865191,TG Venture Acquisition Corp.,,,2022,2022-12-31
,1865701,KEYARCH ACQUISITION CORPORATION,,,2022,2022-12-31
,1865975,AfterNext HealthTech Acquisition Corp.,,,2022,2022-12-31
,1866390,BABYLON HOLDINGS LIMITED,,,2022,2022-12-31
,1867287,Lakeshore Acquisition II Corp.,,,2022,2022-12-31
,1867752,Cian PLC,,,2022,2023-03-29
,1867757,BLOCKCHAIN MOON ACQUISITION CORP.,,,2022,2022-12-31
,1869141,ATHENA CONSUMER ACQUISITION CORP.,,,2022,2022-12-31
,1869824,Seaport Global Acquisition II Corp.,,,2022,2022-12-31
,1869858,SIGNA Sports United N.V.,,,2022,2022-09-30
,1870129,ROSE HILL ACQUISITION CORPORATION,,,2022,2022-12-31
,1870258,MELI Kaszek Pioneer Corp,,,2022,2022-12-31
,1870778,OPY ACQUISITION CORP. I,,,2022,2022-12-31
,1870925,Enterprise 4.0 Technology Acquisition Corp.,,,2022,2022-12-31
,1871149,"THE REAL GOOD FOOD COMPANY, INC.",,,2022,2022-12-31
,1872356,"Molekule Group, Inc.",,,2022,2022-12-31
,1873324,PEPPERLIME HEALTH ACQUISITION CORPORATION,,,2022,2022-12-31
,1874218,REVELSTONE CAPITAL ACQUISITION CORP.,,,2022,2022-12-31
,1874259,Maxpro Capital Acquisition Corp.,,,2022,2022-12-31
,1874440,"VICTORIA LAKE, INC.",,,2022,2022-05-31
,1874495,FORBION EUROPEAN ACQUISITION CORP.,,,2022,2022-12-31
,1875257,LIV CAPITAL ACQUISITION CORP. II,,,2022,2022-12-31
,1875746,"Entertainment Holdings, Inc./OK",,,2022,2022-06-30
,1875943,VMG Consumer Acquisition Corp.,,,2022,2022-09-30
,1876714,Growth for Good Acquisition Corp,,,2022,2022-12-31
,1877561,"NRI Real Estate Investment and Technology, Inc.",,,2022,2022-12-31
,1877788,CuraScientific Corp.,,,2022,2022-12-31
,1879221,UTA Acquisition Corporation,,,2022,2022-12-31
,1880151,Liberty Resources Acquisition Corp.,,,2022,2022-12-31
,1880968,"Sound Point Acquisition Corp I, Ltd",,,2022,2022-12-31
,1882607,"ALPINE SUMMIT ENERGY PARTNERS, INC.",,,2022,2022-12-31
,1883389,Da Zhong Trading Group Holding Company,,,2022,2022-12-31
,1883799,JUPITER     WELLNESS ACQUISITION CORP.,,,2022,2022-09-30
,1883962,ALSP ORCHID ACQUISITION CORPORATION I,,,2022,2022-12-31
,1885444,KNIGHTSWAN ACQUISITION CORPORATION,,,2022,2022-12-31
,1885754,MOTIVE CAPITAL CORP II,,,2022,2022-12-31
,1886268,SHUAA Partners Acquisition Corp I,,,2022,2022-12-31
XTXXF,1891512,ADASTRA HOLDINGS LTD.,2834,Pharmaceutical Preparations,2022,2022-12-31
,1891791,TRANS GLOBAL GROUP INC.,,,2022,2022-12-31
,1894370,Hainan Manaslu Acquisition Corp.,,,2022,2022-12-31
,1896049,"SEMANTIX, INC.",,,2022,2022-12-31
,1901056,ENERGIEINVESTING.COM INC.,,,2022,2022-12-31
,1907685,"Comera Life Sciences Holdings, Inc.",,,2022,2022-12-31
,1909152,Kalera Public Limited Company,,,2022,2022-03-31
,1909417,SELINA HOSPITALITY PLC,,,2022,2022-12-31
,1911500,catTHIS HOLDINGS CORP.,,,2022,2022-12-31
,1912331,ELEKTOR INDUSTRIES INC.,,,2022,2022-03-31
,1913210,BRUUSH ORAL CARE INC.,,,2022,2022-10-31
,1918884,Metaterra Corp.,,,2022,2022-12-31
,1931691,Mobiv Acquisition Corp,,,2022,2022-12-31
,1936737,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",,,2022,2022-03-31
,1939696,"ETAO International Co., Ltd.",,,2022,2022-12-31
,1946425,Hammerhead Energy Inc.,,,2022,2022-12-31
,1951378,Qilun Group Inc.,,,2022,2022-12-31
,1836056,Ambrx Biopharma Inc.,,,2022,2022-12-31
,1408057,iCoreConnect Inc.,,,2022,2022-12-31
,7039,TRECORA RESOURCES,,,2021,2021-12-31
,8328,"APPLIED MINERALS, INC.",,,2021,2021-12-31
,16099,LUB Liquidating Trust,,,2021,2021-08-25
,21510,"COHERENT, INC.",,,2021,2021-10-02
,29669,RR Donnelley & Sons Co,,,2021,2021-12-31
,35214,FERRO CORP,,,2021,2021-12-31
,47518,"HILL-ROM HOLDINGS, INC.",,,2021,2021-09-30
,48039,HOLLYFRONTIER CORP,,,2021,2021-12-31
,51011,INTERDYNE COMPANY,,,2021,2021-06-30
,65011,"Hawkeye Acquisition, Inc.",,,2021,2021-06-30
,67625,MONMOUTH REAL ESTATE INVESTMENT CORPORATION,,,2021,2021-09-30
,76063,"PANHANDLE EASTERN PIPE LINE COMPANY, LP",,,2021,2021-12-31
,82166,"RAVEN INDUSTRIES, INC.",,,2021,2021-01-31
,87047,SB PARTNERS,,,2021,2021-12-31
,88790,INTRICON CORP,,,2021,2021-12-31
,91928,"SOUTH JERSEY INDUSTRIES, INC.",,,2021,2021-12-31
,100716,Unico American Corporation,,,2021,2021-12-31
,103872,"VOLT INFORMATION SCIENCES, INC.",,,2021,2021-10-31
,225211,"Touchpoint Group Holdings, Inc.",,,2021,2021-12-31
,225628,"PASSUR AEROSPACE, INC.",,,2021,2021-10-31
,225648,COVANTA HOLDING CORP,,,2021,2021-06-30
,310826,PROTECTIVE LIFE INSURANCE CO,,,2021,2021-12-31
,350737,OCEAN BIO CHEM INC,,,2021,2021-12-31
,353569,QUIDEL CORP,,,2021,2021-12-31
,704415,"TIVITY HEALTH, INC.",,,2021,2021-12-31
,715812,BIOSYNERGY INC,,,2021,2021-04-30
,722723,"Hanger, Inc.",,,2021,2021-12-31
,726037,"WINDGEN ENERGY, INC.",,,2021,2021-12-31
,736744,TransGlobe Energy Corporation,,,2021,2021-12-31
,743316,"MAXIM INTEGRATED PRODUCTS, INC.",,,2021,2021-06-26
,743988,"XILINX, INC.",,,2021,2021-04-03
,761238,RADA ELECTRONIC INDUSTRIES LTD.,,,2021,2021-12-31
,768411,CyberOptics Corporation,,,2021,2021-12-31
,775368,ALLEGHANY CORP /DE,,,2021,2021-12-31
,781902,INTERNATIONAL BALER CORPORATION,,,2021,2021-10-31
,786947,"ACURA PHARMACEUTICALS, INC.",,,2021,2021-12-31
,804753,CERNER Corp,,,2021,2021-12-31
,812128,SANDERSON FARMS INC,,,2021,2021-10-31
,813639,Nomad Royalty Co Ltd.,,,2021,2021-12-31
,820608,QUANTRX BIOMEDICAL CORPORATION,,,2021,2021-12-31
,829325,"SPYR, INC.",,,2021,2021-12-31
,830122,"VIDLER WATER RESOURCES, INC.",,,2021,2021-12-31
,834285,"REPUBLIC FIRST BANCORP, INC.",,,2021,2021-12-31
,837342,Cordia Corporation,,,2021,2021-12-31
,840551,Titan Medical Inc.,,,2021,2021-12-31
,850971,"FOVEA JEWELRY HOLDINGS, LTD.",,,2021,2021-12-31
,853464,"HERZOG INTERNATIONAL HOLDINGS, INC.",,,2021,2021-12-31
,858800,EMCLAIRE FINANCIAL CORP,,,2021,2021-12-31
,860131,WAVE SYNC CORP.,,,2021,2021-12-31
,865058,"NATIONAL SECURITY GROUP, INC",,,2021,2021-12-31
,870826,"Legacy IMBDS, Inc.",,,2021,2022-01-29
,877890,CITRIX SYSTEMS INC,,,2021,2021-12-31
,878526,Natus Medical Inc,,,2021,2021-12-31
,879682,"VIVEVE MEDICAL, INC.",,,2021,2021-12-31
,880224,INTERTAPE POLYMER GROUP INC.,,,2021,2021-12-31
,880432,"MISONIX, INC.",,,2021,2021-06-30
,883945,USA TRUCK INC.,,,2021,2021-12-31
,886093,NUNZIA PHARMACEUTICAL COMPANY,,,2021,2021-12-31
,892482,Qumu Corporation,,,2021,2021-12-31
,892537,MANTECH INTERNATIONAL CORP,,,2021,2021-12-31
,894245,AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,,,2021,2021-12-31
,898770,SHARPS COMPLIANCE CORP.,,,2021,2021-06-30
,899749,"HRTI, LLC",,,2021,2021-12-31
,910679,WVS Financial Corp.,,,2021,2021-06-30
,920465,LA JOLLA PHARMACEUTICAL CO,,,2021,2021-12-31
,927761,MYMETICS CORPORATION,,,2021,2021-12-31
,929058,"HUANENG POWER INTERNATIONAL, INC.",,,2021,2021-12-31
,929545,"Condor Hospitality Trust, Inc.",,,2021,2021-12-01
,929940,ASPENTECH Corp,,,2021,2021-06-30
,941685,"IMAGEWARE SYSTEMS, INC.",,,2021,2021-12-31
AATC,943034,AUTOSCOPE TECHNOLOGIES CORP,3829,"Measuring & Controlling Devices, NEC",2021,2021-12-31
,943184,"EVER-GLORY INTERNATIONAL GROUP, INC.",,,2021,2021-12-31
,1002135,"WESTELL TECHNOLOGIES, INC.",,,2021,2021-03-31
,1002517,"NUANCE COMMUNICATIONS, INC.",,,2021,2021-09-30
,1002771,"Integrated Cannabis Solutions, Inc.",,,2021,2021-12-31
,1004530,Mountain Province Diamonds Inc.,,,2021,2021-12-31
,1006840,"CANG BAO TIAN XIA INTERNATIONAL ART TRADE CENTER, INC.",,,2021,2021-06-30
,1011432,"CYNERGISTEK, INC.",,,2021,2021-12-31
,1012139,GUANGSHEN RAILWAY COMPANY LIMITED,,,2021,2021-12-31
,1016169,"ANTARES PHARMA, INC.",,,2021,2021-12-31
,1016708,"RENOVACARE, INC.",,,2021,2021-12-31
,1017110,"GeneThera, Inc.",,,2021,2021-12-31
,1021270,"BBQ HOLDINGS, INC.",,,2021,2022-01-02
,1021604,On Track Innovations Ltd.,,,2021,2021-12-31
,1023364,"AutoWeb, Inc.",,,2021,2021-12-31
,1024725,TENNECO INC,,,2021,2021-12-31
,1030475,China Eastern Airlines Corporation Limited,,,2021,2021-12-31
,1033012,FLAGSTAR BANCORP INC,,,2021,2021-12-31
,1036188,QAD Inc.,,,2021,2021-01-31
,1044896,Industrias Bachoco S.A.B. de C.V.,,,2021,2021-12-31
,1046203,"Guaranty Federal Bancshares, Inc.",,,2021,2021-12-31
,1046327,"RealNetworks, Inc.",,,2021,2021-12-31
,1052054,"Symbolic Logic, Inc.",,,2021,2021-12-31
,1058057,MARVELL TECHNOLOGY GROUP LTD,,,2021,2021-01-30
,1060349,"GAMCO INVESTORS, INC. ET AL",,,2021,2021-12-31
,1069996,FEDNAT HOLDING COMPANY,,,2021,2021-12-31
,1072772,TOMBSTONE EXPLORATION CORPORATION,,,2021,2021-12-31
,1073349,BOTTOMLINE TECHNOLOGIES INC,,,2021,2021-06-30
,1077618,OPTIBASE LTD.,,,2021,2021-12-31
,1078799,"MARIJUANA COMPANY OF AMERICA, INC.",,,2021,2021-12-31
,1079282,"Rivulet Media, Inc.",,,2021,2021-07-31
,1080709,"Arena Pharmaceuticals, Inc.",,,2021,2021-12-31
,1084577,CYREN LTD.,,,2021,2021-12-31
,1084580,JEFFERIES GROUP LLC,,,2021,2021-11-30
,1087022,ALR TECHNOLOGIES INC.,,,2021,2021-12-31
,1089143,COLLECTORS UNIVERSE INC,,,2021,2020-06-30
,1093082,"HUTTIG BUILDING PRODUCTS, INC.",,,2021,2021-12-31
,1095348,O2MICRO INTERNATIONAL LTD,,,2021,2021-12-31
,1096339,SARATOGA RESOURCES INC /TX,,,2021,2021-12-31
